[ 2018-04-16T06:16:30+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/top | INFO: Run ShowRuntime Behavior [ RunTime:0.000375s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001589s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_end ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/top | INFO: Run ShowPageTrace Behavior [ RunTime:0.002690s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_end ] --END-- [ RunTime:0.002846s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Run CheckRoute Behavior [ RunTime:0.001302s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ route_check ] --END-- [ RunTime:0.001355s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000636s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000671s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_template ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Run LocationTemplate Behavior [ RunTime:0.001291s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_template ] --END-- [ RunTime:0.001380s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Run ParseTemplate Behavior [ RunTime:0.015293s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015379s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Run ContentReplace Behavior [ RunTime:0.000732s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Run TokenBuild Behavior [ RunTime:0.000516s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000552s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Run ShowRuntime Behavior [ RunTime:0.000560s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002457s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_end ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Run ShowPageTrace Behavior [ RunTime:0.001518s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_end ] --END-- [ RunTime:0.001560s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Run CheckRoute Behavior [ RunTime:0.000729s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ route_check ] --END-- [ RunTime:0.000781s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000453s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000482s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Run LocationTemplate Behavior [ RunTime:0.001161s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --END-- [ RunTime:0.001216s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Run ParseTemplate Behavior [ RunTime:0.006200s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006245s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Run ContentReplace Behavior [ RunTime:0.000408s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Run TokenBuild Behavior [ RunTime:0.000594s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000301s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowRuntime Behavior [ RunTime:0.000400s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001808s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --START--
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowPageTrace Behavior [ RunTime:0.001649s ]
[ 2018-04-16T17:07:49+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --END-- [ RunTime:0.001693s ]
[ 2018-04-16T17:08:07+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:08:07+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run CheckRoute Behavior [ RunTime:0.000656s ]
[ 2018-04-16T17:08:07+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000701s ]
[ 2018-04-16T17:08:07+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:08:07+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000443s ]
[ 2018-04-16T17:08:07+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000470s ]
[ 2018-04-16T17:10:53+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:10:53+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run CheckRoute Behavior [ RunTime:0.000939s ]
[ 2018-04-16T17:10:53+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001002s ]
[ 2018-04-16T17:10:53+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:10:53+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000490s ]
[ 2018-04-16T17:10:53+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000528s ]
[ 2018-04-16T17:10:53+08:00 ] /index.php/Admin/Admin/t2 | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2018-04-16T17:10:53+08:00 ] /index.php/Admin/Admin/t2 | NOTIC: [8] Undefined index: password functions.php 第 441 行.
[ 2018-04-16T17:12:11+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:12:11+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run CheckRoute Behavior [ RunTime:0.000674s ]
[ 2018-04-16T17:12:11+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000720s ]
[ 2018-04-16T17:12:11+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:12:11+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000435s ]
[ 2018-04-16T17:12:11+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000462s ]
[ 2018-04-16T17:12:11+08:00 ] /index.php/Admin/Admin/t2 | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2018-04-16T17:12:11+08:00 ] /index.php/Admin/Admin/t2 | NOTIC: [8] Undefined index: password functions.php 第 441 行.
[ 2018-04-16T17:14:41+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:14:41+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run CheckRoute Behavior [ RunTime:0.001421s ]
[ 2018-04-16T17:14:41+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001481s ]
[ 2018-04-16T17:14:41+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:14:41+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000651s ]
[ 2018-04-16T17:14:41+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000686s ]
[ 2018-04-16T17:16:00+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:16:00+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run CheckRoute Behavior [ RunTime:0.000741s ]
[ 2018-04-16T17:16:00+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000785s ]
[ 2018-04-16T17:16:00+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:16:00+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000566s ]
[ 2018-04-16T17:16:00+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000592s ]
[ 2018-04-16T17:16:00+08:00 ] /index.php/Admin/Admin/t2 | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2018-04-16T17:16:00+08:00 ] /index.php/Admin/Admin/t2 | NOTIC: [8] Undefined index: password functions.php 第 441 行.
[ 2018-04-16T17:16:19+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:16:19+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run CheckRoute Behavior [ RunTime:0.000942s ]
[ 2018-04-16T17:16:19+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001017s ]
[ 2018-04-16T17:16:19+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:16:19+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000579s ]
[ 2018-04-16T17:16:19+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000607s ]
[ 2018-04-16T17:16:19+08:00 ] /index.php/Admin/Admin/t2 | NOTIC: [8] Undefined index: username functions.php 第 441 行.
[ 2018-04-16T17:16:19+08:00 ] /index.php/Admin/Admin/t2 | NOTIC: [8] Undefined index: password functions.php 第 441 行.
[ 2018-04-16T17:16:25+08:00 ] /index.php/Admin/Admin/t1 | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:16:25+08:00 ] /index.php/Admin/Admin/t1 | INFO: Run CheckRoute Behavior [ RunTime:0.000731s ]
[ 2018-04-16T17:16:25+08:00 ] /index.php/Admin/Admin/t1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000779s ]
[ 2018-04-16T17:16:25+08:00 ] /index.php/Admin/Admin/t1 | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:16:25+08:00 ] /index.php/Admin/Admin/t1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000581s ]
[ 2018-04-16T17:16:25+08:00 ] /index.php/Admin/Admin/t1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000609s ]
[ 2018-04-16T17:16:29+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:16:29+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run CheckRoute Behavior [ RunTime:0.000802s ]
[ 2018-04-16T17:16:29+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000868s ]
[ 2018-04-16T17:16:29+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:16:29+08:00 ] /index.php/Admin/Admin/t2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001295s ]
[ 2018-04-16T17:16:29+08:00 ] /index.php/Admin/Admin/t2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001351s ]
[ 2018-04-16T17:32:20+08:00 ] /index.php/Admin/login | ERR: (ThinkException) 无法加载模块login
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Run CheckRoute Behavior [ RunTime:0.000907s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000963s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000520s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000555s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --START--
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Run LocationTemplate Behavior [ RunTime:0.000668s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.000702s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Run ParseTemplate Behavior [ RunTime:0.005073s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.005104s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Run ContentReplace Behavior [ RunTime:0.000329s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Run TokenBuild Behavior [ RunTime:0.000434s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000269s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000410s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001515s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --START--
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001029s ]
[ 2018-04-16T17:32:58+08:00 ] /index.php/Admin/Admin/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001055s ]
[ 2018-04-16T17:33:05+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:33:05+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.000726s ]
[ 2018-04-16T17:33:05+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.000769s ]
[ 2018-04-16T17:33:05+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:33:05+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000603s ]
[ 2018-04-16T17:33:05+08:00 ] /index.php/Admin/Admin/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000645s ]
[ 2018-04-16T17:33:06+08:00 ] /index.php/Admin/Admin/checkLogin | SQL: SELECT COUNT(*) AS tp_count FROM `admin` WHERE username='shinkan' and password='shinkan' LIMIT 1   [ RunTime:0.000193s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.000987s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001043s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000902s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000945s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_template ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001365s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001438s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.006287s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006328s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000521s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000606s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000396s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000985s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002622s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_end ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001785s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001816s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Run CheckRoute Behavior [ RunTime:0.001871s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ route_check ] --END-- [ RunTime:0.002018s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001721s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001817s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_template ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Run LocationTemplate Behavior [ RunTime:0.001875s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_template ] --END-- [ RunTime:0.002002s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | NOTIC: [8] Undefined variable: qx 9be1047bb7a563f25d2f04755fc1a79b.php 第 17 行.
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Run ParseTemplate Behavior [ RunTime:0.008306s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008336s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Run ContentReplace Behavior [ RunTime:0.000500s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Run TokenBuild Behavior [ RunTime:0.000773s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000439s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Run ShowRuntime Behavior [ RunTime:0.000540s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002345s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_end ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Run ShowPageTrace Behavior [ RunTime:0.001319s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/top | INFO: Tag[ view_end ] --END-- [ RunTime:0.001351s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Run CheckRoute Behavior [ RunTime:0.001118s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ route_check ] --END-- [ RunTime:0.001187s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000632s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000691s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Run LocationTemplate Behavior [ RunTime:0.000773s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_template ] --END-- [ RunTime:0.000814s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Run ParseTemplate Behavior [ RunTime:0.008560s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008602s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Run ContentReplace Behavior [ RunTime:0.000460s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Run TokenBuild Behavior [ RunTime:0.000971s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000561s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowRuntime Behavior [ RunTime:0.000421s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002525s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Run ShowPageTrace Behavior [ RunTime:0.001295s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/right | INFO: Tag[ view_end ] --END-- [ RunTime:0.001326s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ route_check ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Run CheckRoute Behavior [ RunTime:0.000517s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ route_check ] --END-- [ RunTime:0.000561s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ app_begin ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001542s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001580s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_template ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Run LocationTemplate Behavior [ RunTime:0.000558s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_template ] --END-- [ RunTime:0.000599s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_parse ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Run ParseTemplate Behavior [ RunTime:0.006659s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006875s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Tag[ view_filter ] --START--
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Run ContentReplace Behavior [ RunTime:0.000378s ]
[ 2018-04-16T17:33:10+08:00 ] /index.php/Admin/Index/left | INFO: Run TokenBuild Behavior [ RunTime:0.000539s ]
